npz_path,gloss,label_id,n_frames,hand_null_ratio,avg_hand_conf
isl_landmarks/02566__d690a0e6.npz,ANGRY,68,39,0.3333,0.6667
isl_landmarks/02567__7ee5a6e1.npz,ANGRY,68,58,0.2414,0.7586
isl_landmarks/02568__0a264eb2.npz,ANGRY,68,48,0.1458,0.8542
isl_landmarks/02569__e9fe93c0.npz,ANGRY,68,104,0.4615,0.5385
isl_landmarks/02572__7400b83f.npz,ANGRY,68,30,0.0000,1.0000
isl_landmarks/02583__6e331bee.npz,ANIMAL,69,127,0.4173,0.5827
isl_landmarks/02584__2fb4af55.npz,ANIMAL,69,73,0.4247,0.5753
isl_landmarks/02585__ab130c9c.npz,ANIMAL,69,78,0.4359,0.5641
isl_landmarks/02586__41f5f85e.npz,ANIMAL,69,68,0.5294,0.4706
isl_landmarks/02587__1cc3809a.npz,ANIMAL,69,111,0.3243,0.6757
isl_landmarks/02589__4029bbf5.npz,ANIMAL,69,54,0.0000,1.0000
isl_landmarks/02592__1b8bae26.npz,ANIMAL,69,90,0.3444,0.6556
isl_landmarks/02609__d87b908c.npz,ANNIVERSARY,70,95,0.3158,0.6842
isl_landmarks/02610__c3abc8e4.npz,ANNIVERSARY,70,62,0.2581,0.7419
isl_landmarks/02611__bc064478.npz,ANNIVERSARY,70,117,0.2308,0.7692
isl_landmarks/02614__0a8886f8.npz,ANNIVERSARY,70,74,0.0000,1.0000
isl_landmarks/02616__49b28f59.npz,ANNIVERSARY,70,95,0.1368,0.8632
isl_landmarks/02619__74bcc78e.npz,ANNOUNCE,71,88,0.4432,0.5568
isl_landmarks/02620__cea92c5a.npz,ANNOUNCE,71,116,0.3621,0.6379
isl_landmarks/02622__62daa756.npz,ANNOUNCE,71,57,0.0000,1.0000
isl_landmarks/02625__e643d1be.npz,ANNOUNCE,71,83,0.3494,0.6506
isl_landmarks/02643__28ba738f.npz,ANNOY,72,89,0.2360,0.7640
isl_landmarks/02644__0d33798c.npz,ANNOY,72,37,0.1892,0.8108
isl_landmarks/02645__58be96a3.npz,ANNOY,72,136,0.4779,0.5221
isl_landmarks/02653__2c6298ba.npz,ANNOY,72,85,0.0471,0.9529
isl_landmarks/02697__6e2df6d1.npz,ANOTHER,73,69,0.4783,0.5217
isl_landmarks/02698__e0bc01c4.npz,ANOTHER,73,39,0.4872,0.5128
isl_landmarks/02699__b92ac3db.npz,ANOTHER,73,99,0.4343,0.5657
isl_landmarks/02701__af945c3c.npz,ANOTHER,73,36,0.0000,1.0000
isl_landmarks/02706__f9ae990b.npz,ANOTHER,73,82,0.4146,0.5854
isl_landmarks/02710__6127289d.npz,ANSWER,74,103,0.3981,0.6019
isl_landmarks/02712__95b4e964.npz,ANSWER,74,29,0.3448,0.6552
isl_landmarks/02713__9a59856b.npz,ANSWER,74,103,0.4660,0.5340
isl_landmarks/02715__c96783c1.npz,ANSWER,74,35,0.0000,1.0000
isl_landmarks/02718__2728e720.npz,ANSWER,74,94,0.4681,0.5319
isl_landmarks/02826__8ad5f716.npz,ANY,75,76,0.5132,0.4868
isl_landmarks/02828__7702369b.npz,ANY,75,75,0.0267,0.9733
isl_landmarks/02833__0d524ee5.npz,ANY,75,79,0.5443,0.4557
isl_landmarks/02851__931758d6.npz,ANYWAY,76,140,0.3071,0.6929
isl_landmarks/02852__6b4249a8.npz,ANYWAY,76,107,0.3551,0.6449
isl_landmarks/02854__5b73ace5.npz,ANYWAY,76,54,0.0000,1.0000
isl_landmarks/02856__2964fa80.npz,ANYWAY,76,83,0.5301,0.4699
isl_landmarks/02864__217f7661.npz,APART,77,92,0.4565,0.5435
isl_landmarks/02865__d398a080.npz,APART,77,83,0.4578,0.5422
isl_landmarks/02867__c6d79f26.npz,APART,77,49,0.0000,1.0000
isl_landmarks/02870__2e8e307f.npz,APART,77,76,0.5000,0.5000
isl_landmarks/02872__094a7318.npz,APARTMENT,78,110,0.3909,0.6091
isl_landmarks/02873__8f90a9bb.npz,APARTMENT,78,69,0.3188,0.6812
isl_landmarks/02874__02834649.npz,APARTMENT,78,25,0.4000,0.6000
isl_landmarks/02875__00cd5f16.npz,APARTMENT,78,145,0.2759,0.7241
isl_landmarks/02877__6878b913.npz,APARTMENT,78,35,0.0286,0.9714
isl_landmarks/02880__d75a7fa6.npz,APARTMENT,78,93,0.4624,0.5376
isl_landmarks/02911__9a092943.npz,APOSTROPHE,79,34,0.3529,0.6471
isl_landmarks/02912__6dcfc58b.npz,APOSTROPHE,79,33,0.2727,0.7273
isl_landmarks/02913__b2706b41.npz,APOSTROPHE,79,61,0.2459,0.7541
isl_landmarks/02915__f9b867ae.npz,APOSTROPHE,79,32,0.0000,1.0000
isl_landmarks/02951__9e17307f.npz,APPEAR,80,108,0.3796,0.6204
isl_landmarks/02953__4ccc95a3.npz,APPEAR,80,33,0.1818,0.8182
isl_landmarks/02954__798c304b.npz,APPEAR,80,114,0.3772,0.6228
isl_landmarks/02956__e2b74e4b.npz,APPEAR,80,27,0.0000,1.0000
isl_landmarks/02961__30738558.npz,APPEAR,80,79,0.5570,0.4430
isl_landmarks/02969__f55ecc0c.npz,APPETITE,81,85,0.3294,0.6706
isl_landmarks/02970__89572934.npz,APPETITE,81,131,0.3664,0.6336
isl_landmarks/02973__4bc495ea.npz,APPETITE,81,29,0.1034,0.8966
isl_landmarks/02975__fb2017a4.npz,APPETITE,81,72,0.5833,0.4167
isl_landmarks/02999__54d4aed8.npz,APPLE,82,72,0.4583,0.5417
isl_landmarks/03000__5ab29e0e.npz,APPLE,82,104,0.2981,0.7019
isl_landmarks/03002__043a081d.npz,APPLE,82,66,0.3333,0.6667
isl_landmarks/03003__c5f8553a.npz,APPLE,82,128,0.3984,0.6016
isl_landmarks/03005__8a4d9c62.npz,APPLE,82,44,0.0000,1.0000
isl_landmarks/03008__b049996e.npz,APPLE,82,88,0.4773,0.5227
isl_landmarks/03055__c18fb59d.npz,APPOINTMENT,83,185,0.2865,0.7135
isl_landmarks/03056__43825122.npz,APPOINTMENT,83,114,0.3684,0.6316
isl_landmarks/03057__d75c207a.npz,APPOINTMENT,83,96,0.4688,0.5312
isl_landmarks/03058__db346378.npz,APPOINTMENT,83,56,0.2679,0.7321
isl_landmarks/03059__420cbbce.npz,APPOINTMENT,83,101,0.4554,0.5446
isl_landmarks/03060__624e0632.npz,APPOINTMENT,83,123,0.4065,0.5935
isl_landmarks/03061__e1b232dc.npz,APPOINTMENT,83,48,0.0000,1.0000
isl_landmarks/03062__92426c8a.npz,APPOINTMENT,83,42,0.0000,1.0000
isl_landmarks/03063__9ba530e3.npz,APPOINTMENT,83,93,0.4731,0.5269
isl_landmarks/03068__6516e8a2.npz,APPRECIATE,84,109,0.5321,0.4679
isl_landmarks/03069__f7b42fab.npz,APPRECIATE,84,47,0.1702,0.8298
isl_landmarks/03070__6be947dc.npz,APPRECIATE,84,88,0.3068,0.6932
isl_landmarks/03073__3c67cea4.npz,APPRECIATE,84,65,0.0000,1.0000
isl_landmarks/03074__391e75a8.npz,APPRECIATE,84,87,0.3793,0.6207
isl_landmarks/03090__eaccdb6c.npz,APPROACH,85,78,0.3462,0.6538
isl_landmarks/03092__319c9e1a.npz,APPROACH,85,38,0.2105,0.7895
isl_landmarks/03093__e36cc013.npz,APPROACH,85,125,0.3840,0.6160
isl_landmarks/03096__eba3c9d9.npz,APPROACH,85,38,0.0000,1.0000
isl_landmarks/03101__d2e83a6a.npz,APPROPRIATE,86,93,0.3871,0.6129
isl_landmarks/03102__eefad8f9.npz,APPROPRIATE,86,44,0.2273,0.7727
isl_landmarks/03103__66113536.npz,APPROPRIATE,86,114,0.3421,0.6579
isl_landmarks/03105__a8997612.npz,APPROPRIATE,86,60,0.0000,1.0000
isl_landmarks/03108__1b4846f3.npz,APPROPRIATE,86,89,0.5169,0.4831
isl_landmarks/03118__c985061f.npz,APPROVE,87,135,0.4963,0.5037
isl_landmarks/03119__cf181e54.npz,APPROVE,87,88,0.4545,0.5455
isl_landmarks/03121__da566c8b.npz,APPROVE,87,30,0.4000,0.6000
isl_landmarks/03122__6df70468.npz,APPROVE,87,111,0.4234,0.5766
isl_landmarks/03124__70c548ed.npz,APPROVE,87,39,0.0000,1.0000
isl_landmarks/03125__42219bf4.npz,APPROVE,87,29,0.0000,1.0000
isl_landmarks/03131__477a6f42.npz,APPROVE,87,74,0.5405,0.4595
isl_landmarks/03154__2c7ff228.npz,APRIL,88,129,0.2713,0.7287
isl_landmarks/03155__e067fb4a.npz,APRIL,88,63,0.2381,0.7619
isl_landmarks/03156__1f9107fe.npz,APRIL,88,233,0.1803,0.8197
isl_landmarks/03158__1bced704.npz,APRIL,88,69,0.0000,1.0000
isl_landmarks/03161__ba887978.npz,APRIL,88,101,0.4158,0.5842
isl_landmarks/03201__6567ea97.npz,ARCHERY,89,73,0.3562,0.6438
isl_landmarks/03202__7c924888.npz,ARCHERY,89,70,0.3000,0.7000
isl_landmarks/03204__4b5e0086.npz,ARCHERY,89,48,0.0000,1.0000
isl_landmarks/03205__471b6c22.npz,ARCHERY,89,52,0.0000,1.0000
isl_landmarks/03207__e2d84ea7.npz,ARCHERY,89,84,0.4762,0.5238
isl_landmarks/03234__b9ca5058.npz,AREA,90,85,0.5059,0.4941
isl_landmarks/03235__4473796b.npz,AREA,90,33,0.2727,0.7273
isl_landmarks/03237__359a14b6.npz,AREA,90,43,0.3488,0.6512
isl_landmarks/03238__0c5fed33.npz,AREA,90,113,0.3451,0.6549
isl_landmarks/03240__1688e95a.npz,AREA,90,62,0.0000,1.0000
isl_landmarks/03246__7605e08d.npz,AREA,90,92,0.3913,0.6087
isl_landmarks/03267__3882c2e1.npz,ARGUE,91,87,0.4713,0.5287
isl_landmarks/03268__4b3e1640.npz,ARGUE,91,110,0.5909,0.4091
isl_landmarks/03270__01c8a895.npz,ARGUE,91,77,0.3377,0.6623
isl_landmarks/03272__24e10a11.npz,ARGUE,91,33,0.4848,0.5152
isl_landmarks/03273__352cf321.npz,ARGUE,91,38,0.1842,0.8158
isl_landmarks/03274__f5b45ef4.npz,ARGUE,91,120,0.4750,0.5250
isl_landmarks/03277__ba699d97.npz,ARGUE,91,52,0.0000,1.0000
isl_landmarks/03278__24aaa326.npz,ARGUE,91,56,0.0000,1.0000
isl_landmarks/03282__efef8f2f.npz,ARGUE,91,81,0.4198,0.5802
isl_landmarks/03315__f1530df2.npz,ARIZONA,92,42,0.2381,0.7619
isl_landmarks/03316__db997e42.npz,ARIZONA,92,116,0.5517,0.4483
isl_landmarks/03318__b27f0438.npz,ARIZONA,92,56,0.3214,0.6786
isl_landmarks/03338__dcdec553.npz,ARM,93,36,0.1944,0.8056
isl_landmarks/03339__a138d6e1.npz,ARM,93,114,0.3158,0.6842
isl_landmarks/03342__624934d5.npz,ARM,93,35,0.0000,1.0000
isl_landmarks/03344__50d65b55.npz,ARM,93,83,0.4940,0.5060
isl_landmarks/03361__d3bc485e.npz,ARMY,94,71,0.4366,0.5634
isl_landmarks/03362__6fba14a7.npz,ARMY,94,106,0.2925,0.7075
isl_landmarks/03364__5a9c6ad6.npz,ARMY,94,41,0.0000,1.0000
isl_landmarks/03376__c5f9e0cd.npz,AROUND,95,101,0.5941,0.4059
isl_landmarks/03377__70f30783.npz,AROUND,95,53,0.1321,0.8679
isl_landmarks/03378__b69961bd.npz,AROUND,95,114,0.4211,0.5789
isl_landmarks/03382__dd97eaa6.npz,AROUND,95,66,0.0000,1.0000
isl_landmarks/03389__ab4aa503.npz,AROUND,95,112,0.2857,0.7143
isl_landmarks/03417__3a87cc2c.npz,ARREST,96,21,0.1905,0.8095
isl_landmarks/03418__15a84a3c.npz,ARREST,96,24,0.2083,0.7917
isl_landmarks/03419__5561cfbe.npz,ARREST,96,20,0.3000,0.7000
isl_landmarks/03420__a4860d4b.npz,ARREST,96,25,0.4000,0.6000
isl_landmarks/03425__6ee34cf0.npz,ARREST,96,36,0.0000,1.0000
isl_landmarks/03430__c62af0b3.npz,ARREST,96,87,0.4368,0.5632
isl_landmarks/03436__c2bb366b.npz,ARRIVE,97,66,0.3485,0.6515
isl_landmarks/03437__c385add0.npz,ARRIVE,97,37,0.2432,0.7568
isl_landmarks/03438__9a8c8eeb.npz,ARRIVE,97,34,0.1176,0.8824
isl_landmarks/03439__8cb3567d.npz,ARRIVE,97,117,0.3846,0.6154
isl_landmarks/03441__434461e2.npz,ARRIVE,97,47,0.0000,1.0000
isl_landmarks/03445__cfcbca3d.npz,ARRIVE,97,93,0.4409,0.5591
isl_landmarks/03448__4389ad6f.npz,ARROGANT,98,121,0.5620,0.4380
isl_landmarks/03449__2826e6c8.npz,ARROGANT,98,122,0.5328,0.4672
isl_landmarks/03450__b4be23b4.npz,ARROGANT,98,36,0.2222,0.7778
isl_landmarks/03451__3890c304.npz,ARROGANT,98,102,0.3922,0.6078
isl_landmarks/03454__92273c5e.npz,ARROGANT,98,49,0.0000,1.0000
isl_landmarks/03457__37e4c55d.npz,ARROGANT,98,99,0.3333,0.6667
isl_landmarks/03478__83d7e4f7.npz,ART,99,80,0.3500,0.6500
isl_landmarks/03479__8e201225.npz,ART,99,87,0.3448,0.6552
isl_landmarks/03480__ad660e60.npz,ART,99,40,0.3250,0.6750
isl_landmarks/03481__d61f993a.npz,ART,99,129,0.3256,0.6744
isl_landmarks/03484__9df8a58f.npz,ART,99,38,0.0000,1.0000
isl_landmarks/03486__8f82faff.npz,ART,99,95,0.3895,0.6105
isl_landmarks/03490__11faf891.npz,ARTICLE,100,160,0.0875,0.9125
isl_landmarks/03491__267d3f01.npz,ARTICLE,100,127,0.3307,0.6693
isl_landmarks/03493__464acda2.npz,ARTICLE,100,37,0.0000,1.0000
isl_landmarks/03515__6efb38bc.npz,ARTIST,101,101,0.3663,0.6337
isl_landmarks/03516__be9b6a69.npz,ARTIST,101,88,0.4773,0.5227
isl_landmarks/03517__009106d0.npz,ARTIST,101,108,0.3426,0.6574
isl_landmarks/03519__a4bc913e.npz,ARTIST,101,60,0.0000,1.0000
isl_landmarks/03522__7acca501.npz,ARTIST,101,111,0.2883,0.7117
isl_landmarks/03562__ec55b956.npz,ASIA,102,65,0.3538,0.6462
isl_landmarks/03563__56dc2262.npz,ASIA,102,72,0.2500,0.7500
isl_landmarks/03564__2123d851.npz,ASIA,102,41,0.2683,0.7317
isl_landmarks/03565__a2b3b1b1.npz,ASIA,102,79,0.3797,0.6203
isl_landmarks/03568__2d8ae206.npz,ASIA,102,45,0.0000,1.0000
isl_landmarks/03571__df124b49.npz,ASIA,102,116,0.4052,0.5948
isl_landmarks/03595__6f961a59.npz,ASK,103,56,0.5179,0.4821
isl_landmarks/03597__42d79b23.npz,ASK,103,39,0.2564,0.7436
isl_landmarks/03598__94ddd658.npz,ASK,103,98,0.5612,0.4388
isl_landmarks/03603__4ff9125f.npz,ASK,103,42,0.0000,1.0000
isl_landmarks/03605__236bb918.npz,ASK,103,50,0.0000,1.0000
isl_landmarks/03607__5145d17d.npz,ASK,103,32,0.0000,1.0000
isl_landmarks/03634__f66d7f44.npz,ASL,104,62,0.3871,0.6129
isl_landmarks/03635__bae24c7d.npz,ASL,104,77,0.4156,0.5844
isl_landmarks/03638__0c418de4.npz,ASL,104,53,0.0000,1.0000
isl_landmarks/03642__018db458.npz,ASL,104,101,0.4059,0.5941
isl_landmarks/03756__e112877e.npz,ASSISTANT,106,102,0.4216,0.5784
isl_landmarks/03757__447a0104.npz,ASSISTANT,106,62,0.2419,0.7581
isl_landmarks/03758__4040d7fd.npz,ASSISTANT,106,39,0.0769,0.9231
isl_landmarks/03761__91b6f24e.npz,ASSISTANT,106,68,0.0441,0.9559
isl_landmarks/03763__ef4301cd.npz,ASSISTANT,106,85,0.4235,0.5765
isl_landmarks/03765__b97d647b.npz,ASSIST,105,66,0.4545,0.5455
isl_landmarks/03766__1451ad06.npz,ASSIST,105,68,0.3235,0.6765
isl_landmarks/03768__a85f4d9e.npz,ASSIST,105,49,0.0000,1.0000
isl_landmarks/03769__2ae28e1e.npz,ASSIST,105,30,0.0000,1.0000
isl_landmarks/03771__89cbb103.npz,ASSIST,105,76,0.5395,0.4605
isl_landmarks/03799__537a86e3.npz,ASSUME,107,133,0.3158,0.6842
isl_landmarks/03800__9d469fb8.npz,ASSUME,107,89,0.3371,0.6629
isl_landmarks/03802__c2b0c5f0.npz,ASSUME,107,34,0.0000,1.0000
isl_landmarks/03999__d2a8abb1.npz,ATTEND,108,93,0.4731,0.5269
isl_landmarks/04000__924e7764.npz,ATTEND,108,97,0.2680,0.7320
isl_landmarks/04002__df894a94.npz,ATTEND,108,60,0.0000,1.0000
isl_landmarks/04003__9ba76fa2.npz,ATTEND,108,45,0.0000,1.0000
isl_landmarks/04007__d9664ffb.npz,ATTEND,108,105,0.3143,0.6857
isl_landmarks/04011__2056fa21.npz,ATTENTION,109,93,0.4301,0.5699
isl_landmarks/04012__eef83a88.npz,ATTENTION,109,36,0.3333,0.6667
isl_landmarks/04013__91b82af1.npz,ATTENTION,109,116,0.4914,0.5086
isl_landmarks/04015__85210911.npz,ATTENTION,109,43,0.0000,1.0000
isl_landmarks/04017__38f46a7f.npz,ATTENTION,109,113,0.4513,0.5487
isl_landmarks/04040__b9a46b6c.npz,ATTITUDE,110,81,0.4938,0.5062
isl_landmarks/04041__2165e8cb.npz,ATTITUDE,110,41,0.3415,0.6585
isl_landmarks/04042__68b70d27.npz,ATTITUDE,110,105,0.5619,0.4381
isl_landmarks/04044__fc88f633.npz,ATTITUDE,110,39,0.0000,1.0000
isl_landmarks/04045__d0d95769.npz,ATTITUDE,110,44,0.0000,1.0000
isl_landmarks/04048__68dd22cc.npz,ATTITUDE,110,108,0.2407,0.7593
isl_landmarks/04050__0b36f0dd.npz,ATTORNEY,111,86,0.5349,0.4651
isl_landmarks/04051__a8fc612c.npz,ATTORNEY,111,120,0.4250,0.5750
isl_landmarks/04053__43db7852.npz,ATTORNEY,111,53,0.0377,0.9623
isl_landmarks/04055__e6c27790.npz,ATTORNEY,111,110,0.0364,0.9636
isl_landmarks/04062__a5a36dbb.npz,ATTRACT,112,85,0.5529,0.4471
isl_landmarks/04063__db8c9127.npz,ATTRACT,112,29,0.2414,0.7586
isl_landmarks/04064__644d90e5.npz,ATTRACT,112,96,0.3125,0.6875
isl_landmarks/04072__757a770c.npz,ATTRACT,112,35,0.0000,1.0000
isl_landmarks/04073__6834d42f.npz,ATTRACT,112,35,0.0000,1.0000
isl_landmarks/04076__63c88dbe.npz,ATTRACT,112,87,0.4943,0.5057
isl_landmarks/04099__a1ed4929.npz,AUCTION,113,88,0.4659,0.5341
isl_landmarks/04101__6dd497a7.npz,AUCTION,113,52,0.1538,0.8462
isl_landmarks/04104__91e94c91.npz,AUCTION,113,55,0.0000,1.0000
isl_landmarks/04106__e75cb0ca.npz,AUCTION,113,71,0.4648,0.5352
isl_landmarks/04115__f1c2929b.npz,AUDIENCE,114,34,0.1471,0.8529
isl_landmarks/04116__c6607e6b.npz,AUDIENCE,114,108,0.2963,0.7037
isl_landmarks/04118__a0741ae2.npz,AUDIENCE,114,31,0.0000,1.0000
isl_landmarks/04119__ff3efa7a.npz,AUDIENCE,114,34,0.0000,1.0000
isl_landmarks/04120__6109b4a3.npz,AUDIENCE,114,28,0.0000,1.0000
isl_landmarks/04123__923f5697.npz,AUDIENCE,114,88,0.4886,0.5114
isl_landmarks/04129__d9965484.npz,AUDIOLOGIST,115,113,0.2832,0.7168
isl_landmarks/04130__cd043512.npz,AUDIOLOGIST,115,122,0.3689,0.6311
isl_landmarks/04132__8e1a512d.npz,AUDIOLOGIST,115,82,0.0000,1.0000
isl_landmarks/04134__d094f08e.npz,AUDIOLOGIST,115,88,0.4091,0.5909
isl_landmarks/04136__6f72dc6f.npz,AUDIOLOGY,116,77,0.4805,0.5195
isl_landmarks/04137__8887d190.npz,AUDIOLOGY,116,54,0.2593,0.7407
isl_landmarks/04139__cd036393.npz,AUDIOLOGY,116,65,0.0000,1.0000
isl_landmarks/04141__cdf2f56f.npz,AUDIOLOGY,116,101,0.3861,0.6139
isl_landmarks/04155__adf5dab7.npz,AUGUST,117,93,0.4946,0.5054
isl_landmarks/04156__055a9981.npz,AUGUST,117,64,0.3281,0.6719
isl_landmarks/04157__610d189d.npz,AUGUST,117,146,0.2945,0.7055
isl_landmarks/04159__a6ff6b12.npz,AUGUST,117,56,0.0000,1.0000
isl_landmarks/04163__b7b48b09.npz,AUGUST,117,84,0.3929,0.6071
isl_landmarks/04164__291af34d.npz,AUGUST,117,84,0.3929,0.6071
isl_landmarks/04168__80d46842.npz,AUNT,118,75,0.4000,0.6000
isl_landmarks/04169__7e30d453.npz,AUNT,118,98,0.5000,0.5000
isl_landmarks/04170__503945cc.npz,AUNT,118,96,0.5729,0.4271
isl_landmarks/04171__ec6c1e72.npz,AUNT,118,114,0.2544,0.7456
isl_landmarks/04173__4a7fe9d4.npz,AUNT,118,64,0.0000,1.0000
isl_landmarks/04176__08a37031.npz,AUNT,118,83,0.5060,0.4940
isl_landmarks/04184__9d535f27.npz,AUSTRALIA,119,65,0.3231,0.6769
isl_landmarks/04186__b54f6f2f.npz,AUSTRALIA,119,69,0.3043,0.6957
isl_landmarks/04187__fafc3c92.npz,AUSTRALIA,119,45,0.0889,0.9111
isl_landmarks/04188__309d9a7e.npz,AUSTRALIA,119,43,0.2326,0.7674
isl_landmarks/04189__07e3a3f1.npz,AUSTRALIA,119,31,0.1613,0.8387
isl_landmarks/04190__e5ef4b94.npz,AUSTRALIA,119,117,0.3846,0.6154
isl_landmarks/04193__e47dd35c.npz,AUSTRALIA,119,34,0.0000,1.0000
isl_landmarks/04198__af19784e.npz,AUSTRALIA,119,83,0.5181,0.4819
isl_landmarks/04200__3b40f138.npz,AUSTRIA,120,108,0.2685,0.7315
isl_landmarks/04201__65b8b2a8.npz,AUSTRIA,120,88,0.4091,0.5909
isl_landmarks/04202__e13b6178.npz,AUSTRIA,120,40,0.3000,0.7000
isl_landmarks/04218__29168ad9.npz,AUTHOR,121,95,0.4632,0.5368
isl_landmarks/04219__287839e5.npz,AUTHOR,121,136,0.4853,0.5147
isl_landmarks/04221__7339b39d.npz,AUTHOR,121,72,0.3194,0.6806
isl_landmarks/04223__5db3b5c8.npz,AUTHOR,121,81,0.4691,0.5309
isl_landmarks/04226__6c0519fb.npz,AUTHORITY,122,90,0.4333,0.5667
isl_landmarks/04227__8b83bd27.npz,AUTHORITY,122,49,0.1633,0.8367
isl_landmarks/04228__55d008f3.npz,AUTHORITY,122,89,0.4045,0.5955
isl_landmarks/04230__e35f989e.npz,AUTHORITY,122,44,0.0000,1.0000
isl_landmarks/04232__726b9ee8.npz,AUTHORITY,122,73,0.4658,0.5342
isl_landmarks/04289__44fff977.npz,AUTUMN,123,94,0.5000,0.5000
isl_landmarks/04290__70daae0c.npz,AUTUMN,123,55,0.3091,0.6909
isl_landmarks/04291__a58f492e.npz,AUTUMN,123,50,0.2200,0.7800
isl_landmarks/04292__35c16317.npz,AUTUMN,123,99,0.2626,0.7374
isl_landmarks/04294__bc4329ba.npz,AUTUMN,123,52,0.0000,1.0000
isl_landmarks/04296__6b551c3c.npz,AUTUMN,123,75,0.4667,0.5333
isl_landmarks/04301__855344b8.npz,AVAILABLE,124,94,0.5319,0.4681
isl_landmarks/04302__472a0ae7.npz,AVAILABLE,124,87,0.2874,0.7126
isl_landmarks/04304__68a5b15c.npz,AVAILABLE,124,31,0.0000,1.0000
isl_landmarks/04307__158b180a.npz,AVAILABLE,124,92,0.5435,0.4565
isl_landmarks/04324__76dfb125.npz,AVERAGE,125,107,0.3458,0.6542
isl_landmarks/04325__3d34d7d4.npz,AVERAGE,125,91,0.3736,0.6264
isl_landmarks/04326__8422b3a6.npz,AVERAGE,125,44,0.1136,0.8864
isl_landmarks/04330__ec46eed7.npz,AVERAGE,125,44,0.0000,1.0000
isl_landmarks/04332__de7a2860.npz,AVERAGE,125,98,0.5306,0.4694
isl_landmarks/04343__eb304305.npz,AVOID,126,85,0.4588,0.5412
isl_landmarks/04344__a6cf7f99.npz,AVOID,126,34,0.2059,0.7941
isl_landmarks/04345__238c4a1f.npz,AVOID,126,115,0.3913,0.6087
isl_landmarks/04347__8bfc58e9.npz,AVOID,126,34,0.0000,1.0000
isl_landmarks/04348__09765d49.npz,AVOID,126,38,0.0000,1.0000
isl_landmarks/04352__25f86729.npz,AVOID,126,89,0.4944,0.5056
isl_landmarks/04355__debe8407.npz,AWAKE,127,85,0.4000,0.6000
isl_landmarks/04356__e61bd543.npz,AWAKE,127,101,0.4257,0.5743
isl_landmarks/04358__fff4cca6.npz,AWAKE,127,26,0.0000,1.0000
isl_landmarks/04364__eddcab9f.npz,AWARD,128,89,0.4607,0.5393
isl_landmarks/04369__187c904f.npz,AWARD,128,52,0.0000,1.0000
isl_landmarks/04372__fb7abe64.npz,AWARD,128,92,0.5326,0.4674
isl_landmarks/04375__82bb3c7e.npz,AWARE,129,88,0.5341,0.4659
isl_landmarks/04376__3a4f1252.npz,AWARE,129,92,0.4783,0.5217
isl_landmarks/04378__4e069b97.npz,AWARE,129,52,0.0000,1.0000
isl_landmarks/04380__4c043272.npz,AWARE,129,93,0.5161,0.4839
isl_landmarks/04388__1012ec58.npz,AWAY,130,79,0.5063,0.4937
isl_landmarks/04389__3e97ee8d.npz,AWAY,130,126,0.4603,0.5397
isl_landmarks/04393__4235eaf0.npz,AWAY,130,55,0.0000,1.0000
isl_landmarks/04397__1b52c64c.npz,AWAY,130,82,0.5854,0.4146
isl_landmarks/04424__6945a443.npz,AWFUL,131,68,0.4853,0.5147
isl_landmarks/04425__0f9b15e5.npz,AWFUL,131,103,0.5534,0.4466
isl_landmarks/04426__d805ffe7.npz,AWFUL,131,31,0.1290,0.8710
isl_landmarks/04427__25907c99.npz,AWFUL,131,107,0.3738,0.6262
isl_landmarks/04429__034b1434.npz,AWFUL,131,50,0.0000,1.0000
isl_landmarks/04430__bcd665c9.npz,AWFUL,131,32,0.0000,1.0000
isl_landmarks/04434__0c5a3bc1.npz,AWFUL,131,73,0.4658,0.5342
isl_landmarks/04437__e855ddf0.npz,AWKWARD,132,83,0.5663,0.4337
isl_landmarks/04438__ec1b8762.npz,AWKWARD,132,42,0.1905,0.8095
isl_landmarks/04439__77b4be10.npz,AWKWARD,132,42,0.2381,0.7619
isl_landmarks/04440__99d53698.npz,AWKWARD,132,42,0.1905,0.8095
isl_landmarks/04441__b1a05a3f.npz,AWKWARD,132,117,0.3675,0.6325
isl_landmarks/04443__3527868f.npz,AWKWARD,132,86,0.0349,0.9651
isl_landmarks/04446__b201ce74.npz,AWKWARD,132,83,0.4096,0.5904
isl_landmarks/04505__8422885f.npz,BABY,134,73,0.4658,0.5342
isl_landmarks/04506__b5d2c09f.npz,BABY,134,80,0.1875,0.8125
isl_landmarks/04507__a0d119bc.npz,BABY,134,37,0.3243,0.6757
isl_landmarks/04508__3932342b.npz,BABY,134,50,0.3600,0.6400
isl_landmarks/04509__d4e186ed.npz,BABY,134,128,0.3828,0.6172
isl_landmarks/04511__670ae11e.npz,BABY,134,53,0.0000,1.0000
isl_landmarks/04514__89ebb74c.npz,BABY,134,101,0.4455,0.5545
isl_landmarks/04531__af5b0945.npz,BABYSITTER,135,101,0.4752,0.5248
isl_landmarks/04533__87f31e9b.npz,BABYSITTER,135,94,0.0000,1.0000
isl_landmarks/04537__5680b8db.npz,BABYSITTER,135,106,0.4057,0.5943
isl_landmarks/04580__3e17e714.npz,BACKGROUND,137,78,0.4872,0.5128
isl_landmarks/04581__24978784.npz,BACKGROUND,137,48,0.2083,0.7917
isl_landmarks/04582__b24faefc.npz,BACKGROUND,137,108,0.3519,0.6481
isl_landmarks/04592__a5434e54.npz,BACK,136,26,0.3846,0.6154
